,creditscore,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited,France,Germany,Spain
0,-0.32543215886135624,-1.0947684015958443,0.29860982415408543,-1.0457401572627631,-1.2422168068330726,-0.885265466787428,0.64638469881016,0.9694153896762895,0.020168511620715684,1.9760591132955703,0.9795752416855475,-0.5708236621798732,-0.5679925257622718
1,-0.43945374646609286,-1.0947684015958443,0.20211556159571153,-1.392901776103131,0.11244182952411468,-0.885265466787428,-1.5470663241886156,0.9694153896762895,0.21466208780436752,-0.5060577354552167,-1.0208506273385471,-0.5708236621798732,1.7605865476098557
2,-1.538207227020828,-1.0947684015958443,0.29860982415408543,1.0372295557794446,1.3385182412602397,2.5648734344263135,0.64638469881016,-1.0315495407329185,0.23879616611478602,1.9760591132955703,0.9795752416855475,-0.5708236621798732,-0.5679925257622718
3,2.069021180838114,-1.0947684015958443,0.39510408671245933,-1.0457401572627631,0.7865226964697488,-0.885265466787428,0.64638469881016,0.9694153896762895,-0.3666880849597044,-0.5060577354552167,-1.0208506273385471,-0.5708236621798732,1.7605865476098557
4,-0.05592658815925136,0.9134352056035777,0.49159834927083323,1.0372295557794446,0.5965158587253631,0.8398039838194428,0.64638469881016,-1.0315495407329185,0.8612676988412296,1.9760591132955703,-1.0208506273385471,-0.5708236621798732,1.7605865476098557
5,1.7787844123896932,0.9134352056035777,1.0705639246210767,0.6900679369390766,-1.2422168068330726,0.8398039838194428,0.64638469881016,0.9694153896762895,-1.5659519092398524,-0.5060577354552167,0.9795752416855475,-0.5708236621798732,-0.5679925257622718
6,-2.844272685038721,-1.0947684015958443,-0.9558155891047754,-0.3514169195820272,0.6173827572858522,4.2899428850331836,0.64638469881016,-1.0315495407329185,0.3328886474250848,1.9760591132955703,-1.0208506273385471,1.7518544977290873,-0.5679925257622718
7,-1.548572825893986,0.9134352056035777,0.49159834927083323,-0.3514169195820272,1.0538770056002644,0.8398039838194428,-1.5470663241886156,0.9694153896762895,-0.43868425979685216,-0.5060577354552167,0.9795752416855475,-0.5708236621798732,-0.5679925257622718
8,0.3483317678939059,0.9134352056035777,-1.1488041142215233,-1.0457401572627631,0.9335016583465237,-0.885265466787428,0.64638469881016,0.9694153896762895,-0.4945417612403355,-0.5060577354552167,0.9795752416855475,-0.5708236621798732,-0.5679925257622718
9,-1.2687016563187232,0.9134352056035777,-0.7628270639880276,0.3429063180987087,0.4067673194867379,0.8398039838194428,-1.5470663241886156,-1.0315495407329185,-0.347627064658554,-0.5060577354552167,0.9795752416855475,-0.5708236621798732,-0.5679925257622718
